Period,Group,Sender,Time,ClientTime,Key,Value
1,1,2,1498220584983614120,1498220585029,_at_barrier,_timer_1_t_4_1
1,1,3,1498220584985524838,1498220585031,_at_barrier,_timer_1_t_4_1
1,1,4,1498220584986874038,1498220585032,_at_barrier,_timer_1_t_4_1
1,1,1,1498220584988849362,1498220585033,_at_barrier,_timer_1_t_4_1
1,1,1,1498220584990939159,1498220585036,__set_points__,"{""points"": 0.56998556998557, ""period"": 1}"
1,1,2,1498220585020318788,1498220585065,__set_points__,"{""points"": 0.5627705627705628, ""period"": 1}"
1,1,3,1498220585046042686,1498220585091,__set_points__,"{""points"": 0.5555555555555556, ""period"": 1}"
1,1,4,1498220585067515870,1498220585113,__set_points__,"{""points"": 0.5483405483405484, ""period"": 1}"
1,1,1,1498220585134565978,1498220585180,_at_barrier,_timer_1_t_5_1
1,1,2,1498220585135599706,1498220585181,_at_barrier,_timer_1_t_5_1
1,1,3,1498220585136397768,1498220585181,_at_barrier,_timer_1_t_5_1
1,1,4,1498220585137089041,1498220585183,_at_barrier,_timer_1_t_5_1
1,1,1,1498220585139425549,1498220585185,__set_points__,"{""points"": 0.683982683982684, ""period"": 1}"
1,1,2,1498220585186513686,1498220585232,__set_points__,"{""points"": 0.6753246753246753, ""period"": 1}"
1,1,3,1498220585214450563,1498220585260,__set_points__,"{""points"": 0.6666666666666667, ""period"": 1}"
1,1,4,1498220585239931280,1498220585285,__set_points__,"{""points"": 0.658008658008658, ""period"": 1}"
1,1,1,1498220585283542099,1498220585328,_at_barrier,_timer_1_t_6_1
1,1,2,1498220585284431670,1498220585330,_at_barrier,_timer_1_t_6_1
1,1,4,1498220585286396684,1498220585331,_at_barrier,_timer_1_t_6_1
1,1,3,1498220585287296667,1498220585330,_at_barrier,_timer_1_t_6_1
1,1,1,1498220585290371203,1498220585335,__set_points__,"{""points"": 0.797979797979798, ""period"": 1}"
1,1,2,1498220585329761381,1498220585375,__set_points__,"{""points"": 0.7878787878787878, ""period"": 1}"
1,1,3,1498220585357163939,1498220585402,__set_points__,"{""points"": 0.7777777777777779, ""period"": 1}"
1,1,4,1498220585384833174,1498220585430,__set_points__,"{""points"": 0.7676767676767677, ""period"": 1}"
1,1,1,1498220585433106548,1498220585478,_at_barrier,_timer_1_t_7_1
1,1,2,1498220585434013220,1498220585480,_at_barrier,_timer_1_t_7_1
1,1,4,1498220585436245962,1498220585481,_at_barrier,_timer_1_t_7_1
1,1,3,1498220585437726093,1498220585480,_at_barrier,_timer_1_t_7_1
1,1,2,1498220585440458340,1498220585485,__set_points__,"{""points"": 0.9004329004329004, ""period"": 1}"
1,1,3,1498220585493788128,1498220585539,__set_points__,"{""points"": 0.8888888888888891, ""period"": 1}"
1,1,4,1498220585527227886,1498220585572,__set_points__,"{""points"": 0.8773448773448774, ""period"": 1}"
1,1,1,1498220585555533615,1498220585601,__set_points__,"{""points"": 0.911976911976912, ""period"": 1}"
1,1,1,1498220585558386873,1498220585603,state,"{""state"": [{""constant"": 60, ""subjectid"": 1, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 1, ""alpha"": 20, ""payoff"": 79}, {""constant"": 60, ""subjectid"": 2, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 2, ""alpha"": 20, ""payoff"": 78}, {""constant"": 60, ""subjectid"": 3, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 3, ""alpha"": 20, ""payoff"": 77}, {""constant"": 60, ""subjectid"": 4, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 4, ""alpha"": 20, ""payoff"": 76}]}"
1,1,1,1498220585558653615,1498220585603,actions,"{""actions"": [1, 2, 3, 4]}"
1,1,1,1498220585558743938,1498220585603,targets,"{""targets"": [1, 2, 3, 4]}"
1,1,1,1498220585594968028,1498220585640,updateAction,"{""action"": 6.500830105146651}"
1,1,1,1498220585595995334,1498220585640,updateAction,"{""action"": 6.500830105146651}"
1,1,1,1498220585597714009,1498220585642,updateAction,"{""action"": 7}"
1,1,1,1498220585597875218,1498220585642,updateAction,"{""action"": 7}"
1,1,2,1498220585634418251,1498220585679,_at_barrier,_timer_1_t_8_1
1,1,3,1498220585637229726,1498220585682,_at_barrier,_timer_1_t_8_1
1,1,1,1498220585639052242,1498220585684,_at_barrier,_timer_1_t_8_1
1,1,4,1498220585640148132,1498220585683,_at_barrier,_timer_1_t_8_1
1,1,2,1498220585646019494,1498220585691,__set_points__,"{""points"": 1.0129870129870129, ""period"": 1}"
1,1,3,1498220585677109367,1498220585722,__set_points__,"{""points"": 1.0000000000000002, ""period"": 1}"
1,1,4,1498220585705233083,1498220585750,__set_points__,"{""points"": 0.9870129870129871, ""period"": 1}"
1,1,1,1498220585739513090,1498220585785,__set_points__,"{""points"": 1.025974025974026, ""period"": 1}"
1,1,2,1498220585804721272,1498220585850,_at_barrier,_timer_1_t_9_1
1,1,3,1498220585806940725,1498220585852,_at_barrier,_timer_1_t_9_1
1,1,4,1498220585808254733,1498220585853,_at_barrier,_timer_1_t_9_1
1,1,1,1498220585810185638,1498220585854,_at_barrier,_timer_1_t_9_1
1,1,2,1498220585812768358,1498220585858,__set_points__,"{""points"": 1.1255411255411254, ""period"": 1}"
1,1,3,1498220585849233461,1498220585895,__set_points__,"{""points"": 1.1111111111111114, ""period"": 1}"
1,1,4,1498220585877621064,1498220585923,__set_points__,"{""points"": 1.0966810966810967, ""period"": 1}"
1,1,1,1498220585900108591,1498220585946,__set_points__,"{""points"": 1.1646464646464647, ""period"": 1}"
1,1,2,1498220585955389067,1498220586001,_at_barrier,_timer_1_t_10_1
1,1,3,1498220585957445758,1498220586003,_at_barrier,_timer_1_t_10_1
1,1,1,1498220585959654586,1498220586005,_at_barrier,_timer_1_t_10_1
1,1,4,1498220585962065670,1498220586004,_at_barrier,_timer_1_t_10_1
1,1,1,1498220585964631443,1498220586010,__set_points__,"{""points"": 1.304906204906205, ""period"": 1}"
1,1,2,1498220585991056993,1498220586036,__set_points__,"{""points"": 1.264069264069264, ""period"": 1}"
1,1,3,1498220586018005829,1498220586063,__set_points__,"{""points"": 1.2481962481962485, ""period"": 1}"
1,1,4,1498220586050489587,1498220586096,__set_points__,"{""points"": 1.2323232323232323, ""period"": 1}"
1,1,1,1498220586107358806,1498220586153,_at_barrier,_timer_1_t_11_1
1,1,2,1498220586123482251,1498220586169,_at_barrier,_timer_1_t_11_1
1,1,4,1498220586124448558,1498220586169,_at_barrier,_timer_1_t_11_1
1,1,3,1498220586125609422,1498220586169,_at_barrier,_timer_1_t_11_1
1,1,3,1498220586128361551,1498220586174,__set_points__,"{""points"": 1.3881673881673886, ""period"": 1}"
1,1,4,1498220586156603938,1498220586202,__set_points__,"{""points"": 1.3708513708513708, ""period"": 1}"
1,1,1,1498220586184443800,1498220586229,__set_points__,"{""points"": 1.443867243867244, ""period"": 1}"
1,1,2,1498220586213442325,1498220586259,__set_points__,"{""points"": 1.4054834054834053, ""period"": 1}"
1,1,3,1498220586271205354,1498220586317,_at_barrier,_timer_1_t_12_1
1,1,2,1498220586272301946,1498220586318,_at_barrier,_timer_1_t_12_1
1,1,1,1498220586274325327,1498220586320,_at_barrier,_timer_1_t_12_1
1,1,4,1498220586275620408,1498220586319,_at_barrier,_timer_1_t_12_1
1,1,4,1498220586277837497,1498220586324,__set_points__,"{""points"": 1.5093795093795093, ""period"": 1}"
1,1,1,1498220586308861316,1498220586354,__set_points__,"{""points"": 1.5815295815295816, ""period"": 1}"
1,1,2,1498220586336934607,1498220586382,__set_points__,"{""points"": 1.5468975468975468, ""period"": 1}"
1,1,3,1498220586369822193,1498220586415,__set_points__,"{""points"": 1.5281385281385287, ""period"": 1}"
1,1,4,1498220586433123701,1498220586479,_at_barrier,_timer_1_t_13_1
1,1,2,1498220586434561005,1498220586480,_at_barrier,_timer_1_t_13_1
1,1,3,1498220586436769299,1498220586481,_at_barrier,_timer_1_t_13_1
1,1,1,1498220586438096787,1498220586484,_at_barrier,_timer_1_t_13_1
1,1,2,1498220586439835253,1498220586486,__set_points__,"{""points"": 1.6883116883116882, ""period"": 1}"
1,1,3,1498220586466191379,1498220586511,__set_points__,"{""points"": 1.6681096681096688, ""period"": 1}"
1,1,4,1498220586490210692,1498220586535,__set_points__,"{""points"": 1.6479076479076478, ""period"": 1}"
1,1,1,1498220586509358131,1498220586555,__set_points__,"{""points"": 1.7178932178932178, ""period"": 1}"
1,1,2,1498220586588708439,1498220586634,_at_barrier,_timer_1_t_14_1
1,1,3,1498220586590245344,1498220586636,_at_barrier,_timer_1_t_14_1
1,1,4,1498220586591150714,1498220586637,_at_barrier,_timer_1_t_14_1
1,1,1,1498220586592313724,1498220586637,_at_barrier,_timer_1_t_14_1
1,1,3,1498220586594736041,1498220586640,__set_points__,"{""points"": 1.8080808080808088, ""period"": 1}"
1,1,4,1498220586624614753,1498220586670,__set_points__,"{""points"": 1.7864357864357863, ""period"": 1}"
1,1,1,1498220586647075401,1498220586693,__set_points__,"{""points"": 1.852958152958153, ""period"": 1}"
1,1,2,1498220586673111513,1498220586718,__set_points__,"{""points"": 1.8297258297258296, ""period"": 1}"
1,1,3,1498220586740266726,1498220586785,_at_barrier,_timer_1_t_15_1
1,1,2,1498220586741733859,1498220586787,_at_barrier,_timer_1_t_15_1
1,1,4,1498220586742990137,1498220586788,_at_barrier,_timer_1_t_15_1
1,1,1,1498220586745511034,1498220586789,_at_barrier,_timer_1_t_15_1
1,1,4,1498220586747257983,1498220586793,__set_points__,"{""points"": 1.9249639249639248, ""period"": 1}"
1,1,1,1498220586770471265,1498220586815,__set_points__,"{""points"": 1.9871572871572871, ""period"": 1}"
1,1,1,1498220586772456717,1498220586818,state,"{""state"": [{""constant"": 60, ""subjectid"": 1, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 7, ""alpha"": 20, ""payoff"": 93}, {""constant"": 60, ""subjectid"": 2, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 2, ""alpha"": 20, ""payoff"": 98}, {""constant"": 60, ""subjectid"": 3, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 3, ""alpha"": 20, ""payoff"": 97}, {""constant"": 60, ""subjectid"": 4, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 4, ""alpha"": 20, ""payoff"": 96}]}"
1,1,1,1498220586772705329,1498220586818,actions,"{""actions"": [7, 2, 3, 4]}"
1,1,1,1498220586772807921,1498220586818,targets,"{""targets"": [7, 2, 3, 4]}"
1,1,2,1498220586803706987,1498220586849,__set_points__,"{""points"": 1.971139971139971, ""period"": 1}"
1,1,3,1498220586829781576,1498220586876,__set_points__,"{""points"": 1.948051948051949, ""period"": 1}"
1,1,4,1498220586889822727,1498220586935,_at_barrier,_timer_1_t_16_1
1,1,2,1498220586891334360,1498220586937,_at_barrier,_timer_1_t_16_1
1,1,1,1498220586893881031,1498220586939,_at_barrier,_timer_1_t_16_1
1,1,3,1498220586895216161,1498220586937,_at_barrier,_timer_1_t_16_1
1,1,2,1498220586897128948,1498220586943,__set_points__,"{""points"": 2.1125541125541125, ""period"": 1}"
1,1,3,1498220586922178877,1498220586968,__set_points__,"{""points"": 2.088023088023089, ""period"": 1}"
1,1,4,1498220586945287090,1498220586991,__set_points__,"{""points"": 2.0634920634920633, ""period"": 1}"
1,1,1,1498220586965989304,1498220587012,__set_points__,"{""points"": 2.1213564213564213, ""period"": 1}"
1,1,2,1498220587040779443,1498220587086,_at_barrier,_timer_1_t_17_1
1,1,3,1498220587060156348,1498220587106,_at_barrier,_timer_1_t_17_1
1,1,1,1498220587062308412,1498220587108,_at_barrier,_timer_1_t_17_1
1,1,4,1498220587063403515,1498220587107,_at_barrier,_timer_1_t_17_1
1,1,1,1498220587065454606,1498220587111,__set_points__,"{""points"": 2.2555555555555555, ""period"": 1}"
1,1,2,1498220587090429404,1498220587136,__set_points__,"{""points"": 2.253968253968254, ""period"": 1}"
1,1,3,1498220587112327093,1498220587158,__set_points__,"{""points"": 2.227994227994229, ""period"": 1}"
1,1,4,1498220587134510618,1498220587180,__set_points__,"{""points"": 2.202020202020202, ""period"": 1}"
1,1,1,1498220587209489481,1498220587255,_at_barrier,_timer_1_t_18_1
1,1,2,1498220587210777252,1498220587256,_at_barrier,_timer_1_t_18_1
1,1,3,1498220587211595651,1498220587257,_at_barrier,_timer_1_t_18_1
1,1,4,1498220587212252746,1498220587257,_at_barrier,_timer_1_t_18_1
1,1,2,1498220587213595779,1498220587259,__set_points__,"{""points"": 2.3953823953823954, ""period"": 1}"
1,1,1,1498220587237487004,1498220587283,__set_points__,"{""points"": 2.3897546897546897, ""period"": 1}"
1,1,4,1498220587263759107,1498220587309,__set_points__,"{""points"": 2.3405483405483407, ""period"": 1}"
1,1,3,1498220587288238552,1498220587333,__set_points__,"{""points"": 2.367965367965369, ""period"": 1}"
1,1,2,1498220587356873376,1498220587402,_at_barrier,_timer_1_t_19_1
1,1,3,1498220587374316389,1498220587419,_at_barrier,_timer_1_t_19_1
1,1,1,1498220587376699209,1498220587421,_at_barrier,_timer_1_t_19_1
1,1,4,1498220587377420221,1498220587420,_at_barrier,_timer_1_t_19_1
1,1,2,1498220587378706035,1498220587424,__set_points__,"{""points"": 2.536796536796537, ""period"": 1}"
1,1,3,1498220587408139627,1498220587453,__set_points__,"{""points"": 2.5079365079365092, ""period"": 1}"
1,1,4,1498220587429825312,1498220587475,__set_points__,"{""points"": 2.4790764790764794, ""period"": 1}"
1,1,1,1498220587455227867,1498220587501,__set_points__,"{""points"": 2.523953823953824, ""period"": 1}"
1,1,2,1498220587521292877,1498220587567,_at_barrier,_timer_1_t_20_1
1,1,3,1498220587523408118,1498220587569,_at_barrier,_timer_1_t_20_1
1,1,4,1498220587524227171,1498220587569,_at_barrier,_timer_1_t_20_1
1,1,1,1498220587526116749,1498220587572,_at_barrier,_timer_1_t_20_1
1,1,2,1498220587528971511,1498220587574,__set_points__,"{""points"": 2.6782106782106783, ""period"": 1}"
1,1,3,1498220587551288352,1498220587597,__set_points__,"{""points"": 2.6479076479076493, ""period"": 1}"
1,1,4,1498220587576265543,1498220587622,__set_points__,"{""points"": 2.617604617604618, ""period"": 1}"
1,1,1,1498220587595478176,1498220587641,__set_points__,"{""points"": 2.658152958152958, ""period"": 1}"
1,1,2,1498220587671907584,1498220587717,_at_barrier,_timer_1_t_21_1
1,1,3,1498220587677043081,1498220587723,_at_barrier,_timer_1_t_21_1
1,1,4,1498220587679156409,1498220587724,_at_barrier,_timer_1_t_21_1
1,1,1,1498220587680053817,1498220587725,_at_barrier,_timer_1_t_21_1
1,1,2,1498220587680924365,1498220587727,__set_points__,"{""points"": 2.8196248196248197, ""period"": 1}"
1,1,3,1498220587707142675,1498220587752,__set_points__,"{""points"": 2.7878787878787894, ""period"": 1}"
1,1,4,1498220587733532183,1498220587779,__set_points__,"{""points"": 2.756132756132757, ""period"": 1}"
1,1,1,1498220587758621187,1498220587804,__set_points__,"{""points"": 2.7923520923520924, ""period"": 1}"
1,1,2,1498220587824258619,1498220587869,_at_barrier,_timer_1_t_22_1
1,1,3,1498220587826547814,1498220587872,_at_barrier,_timer_1_t_22_1
1,1,1,1498220587828249613,1498220587873,_at_barrier,_timer_1_t_22_1
1,1,4,1498220587828905480,1498220587872,_at_barrier,_timer_1_t_22_1
1,1,2,1498220587830939351,1498220587877,__set_points__,"{""points"": 2.961038961038961, ""period"": 1}"
1,1,4,1498220587852636571,1498220587898,__set_points__,"{""points"": 2.8946608946608956, ""period"": 1}"
1,1,3,1498220587875437888,1498220587921,__set_points__,"{""points"": 2.9278499278499295, ""period"": 1}"
1,1,1,1498220587895837921,1498220587941,__set_points__,"{""points"": 2.9265512265512266, ""period"": 1}"
1,1,2,1498220587974266230,1498220588020,_at_barrier,_timer_1_t_23_1
1,1,3,1498220587982139973,1498220588028,_at_barrier,_timer_1_t_23_1
1,1,4,1498220587983300935,1498220588028,_at_barrier,_timer_1_t_23_1
1,1,1,1498220587984308321,1498220588029,_at_barrier,_timer_1_t_23_1
1,1,2,1498220587986341591,1498220588032,__set_points__,"{""points"": 3.1024531024531026, ""period"": 1}"
1,1,3,1498220588009070236,1498220588055,__set_points__,"{""points"": 3.0678210678210696, ""period"": 1}"
1,1,4,1498220588029897529,1498220588075,__set_points__,"{""points"": 3.0331890331890343, ""period"": 1}"
1,1,1,1498220588053767030,1498220588099,__set_points__,"{""points"": 3.0607503607503608, ""period"": 1}"
1,1,1,1498220588059071392,1498220588105,state,"{""state"": [{""constant"": 60, ""subjectid"": 1, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 7, ""alpha"": 20, ""payoff"": 93}, {""constant"": 60, ""subjectid"": 2, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 2, ""alpha"": 20, ""payoff"": 98}, {""constant"": 60, ""subjectid"": 3, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 3, ""alpha"": 20, ""payoff"": 97}, {""constant"": 60, ""subjectid"": 4, ""beta"": 1, ""subperiodNumber"": -1, ""action"": 4, ""alpha"": 20, ""payoff"": 96}]}"
1,1,1,1498220588059347498,1498220588105,actions,"{""actions"": [7, 2, 3, 4]}"
1,1,1,1498220588059439216,1498220588105,targets,"{""targets"": [7, 2, 3, 4]}"
1,1,2,1498220588129005819,1498220588175,_at_barrier,_timer_1_t_24_1
1,1,3,1498220588130209168,1498220588176,_at_barrier,_timer_1_t_24_1
1,1,4,1498220588131140178,1498220588176,_at_barrier,_timer_1_t_24_1
1,1,1,1498220588132265586,1498220588177,_at_barrier,_timer_1_t_24_1
1,1,1,1498220588133814637,1498220588180,__set_points__,"{""points"": 3.194949494949495, ""period"": 1}"
1,1,2,1498220588152383377,1498220588198,__set_points__,"{""points"": 3.243867243867244, ""period"": 1}"
1,1,3,1498220588171324988,1498220588217,__set_points__,"{""points"": 3.2077922077922096, ""period"": 1}"
1,1,4,1498220588194881105,1498220588240,__set_points__,"{""points"": 3.171717171717173, ""period"": 1}"
1,1,1,1498220588277668136,1498220588324,_at_barrier,_timer_1_t_25_1
1,1,2,1498220588279653125,1498220588325,_at_barrier,_timer_1_t_25_1
1,1,3,1498220588281020915,1498220588326,_at_barrier,_timer_1_t_25_1
1,1,4,1498220588282256558,1498220588328,_at_barrier,_timer_1_t_25_1
1,1,1,1498220588284021788,1498220588330,__set_points__,"{""points"": 3.329148629148629, ""period"": 1}"
1,1,2,1498220588311621454,1498220588357,__set_points__,"{""points"": 3.3852813852813854, ""period"": 1}"
1,1,3,1498220588333158845,1498220588379,__set_points__,"{""points"": 3.3477633477633497, ""period"": 1}"
1,1,4,1498220588353002165,1498220588398,__set_points__,"{""points"": 3.3102453102453118, ""period"": 1}"
1,1,1,1498220588448946705,1498220588494,_at_barrier,_timer_1_t_26_1
1,1,2,1498220588450416319,1498220588496,_at_barrier,_timer_1_t_26_1
1,1,4,1498220588451734103,1498220588497,_at_barrier,_timer_1_t_26_1
1,1,3,1498220588452694220,1498220588496,_at_barrier,_timer_1_t_26_1
1,1,3,1498220588453597156,1498220588500,__set_points__,"{""points"": 3.48773448773449, ""period"": 1}"
1,1,4,1498220588484560426,1498220588530,__set_points__,"{""points"": 3.4487734487734505, ""period"": 1}"
1,1,1,1498220588518440870,1498220588564,__set_points__,"{""points"": 3.4633477633477634, ""period"": 1}"
1,1,2,1498220588544039136,1498220588590,__set_points__,"{""points"": 3.526695526695527, ""period"": 1}"
1,1,3,1498220588615210294,1498220588661,_at_barrier,_timer_1_t_27_1
1,1,2,1498220588617099707,1498220588663,_at_barrier,_timer_1_t_27_1
1,1,4,1498220588619166088,1498220588665,_at_barrier,_timer_1_t_27_1
1,1,1,1498220588620909825,1498220588666,_at_barrier,_timer_1_t_27_1
1,1,2,1498220588622933503,1498220588669,__set_points__,"{""points"": 3.6681096681096683, ""period"": 1}"
1,1,3,1498220588644089195,1498220588690,__set_points__,"{""points"": 3.62770562770563, ""period"": 1}"
1,1,4,1498220588663646280,1498220588709,__set_points__,"{""points"": 3.587301587301589, ""period"": 1}"
1,1,1,1498220588681751458,1498220588727,__set_points__,"{""points"": 3.5975468975468976, ""period"": 1}"
1,1,2,1498220588766003210,1498220588811,_at_barrier,_timer_1_t_28_1
